name,the_geom
Nicolas,POINT (862987.8770902159 6203664.400814348)
La Maison des ARTisanes,POINT (-260322.0986373487 6056890.641715922)
Garage Debus,POINT (386852.5629513422 5774210.682617651)
Au panier villageois,POINT (129414.87477188706 5556080.107015357)
Au Soleil d'Oc,POINT (129620.10338511354 5556137.233248672)
Intermarché,POINT (85998.12489633805 5582829.498605841)
Intermarché,POINT (86049.93298735323 5582756.105217848)
,POINT (66113.71424923679 5598705.977750294)
A la Langue de Chat,POINT (66083.43534774102 5598711.018489626)
Sport 2000,POINT (59583.27877328927 5597954.9232845)
,POINT (64111.699999014236 5598747.073205547)
B & H,POINT (863691.1825010987 6203703.605518773)
Luis Kraemer,POINT (863632.7620323304 6203787.702743223)
Vival,POINT (-116383.82631157551 5633844.861238285)
TotalEnergies,POINT (-77396.70161367246 5599670.757361174)
,POINT (122986.18531052457 5472105.047235383)
La Panetière,POINT (123980.45760644285 5470929.204048314)
TotalEnergies,POINT (164757.98933451955 5483410.444954188)
Cournille,POINT (164575.05801529897 5483240.427887785)
Merel Horticulture,POINT (-194120.31272119793 6115705.164866024)
Idole COiffure,POINT (222618.49880024118 5521313.290704974)
Boulangerie des Quatre Clochers,POINT (210858.01761199685 5514999.834709736)
Intersport,POINT (222701.39842503492 5521325.591007677)
Pompes funèbres Barthez,POINT (549663.4607143665 5509822.864308916)
Maison Sarret,POINT (303779.05711297225 5508800.577028405)
,POINT (382894.8878868634 5460230.583525099)
Auchan Supermarché,POINT (637489.7277525789 5649805.051751365)
Maison Guizard,POINT (326852.3711489949 5265202.47873517)
E.Leclerc,POINT (-300548.2082389858 6048518.00017978)
Point S,POINT (500904.51364080206 5760083.158608551)
Aldi,POINT (75437.80884265312 5493269.453670498)
Feu Vert,POINT (59586.76853619809 5597829.780352195)
FUTUR'ECO MATERIAUX,POINT (39984.40818222235 5885132.567931037)
,POINT (164762.01910008624 5394599.131023341)
Barber Zak,POINT (164661.65344718704 5395131.995922869)
,POINT (164574.1785913217 5395239.500196766)
Le Masque Noir,POINT (164778.12703040405 5394609.097579174)
L'instant Gourmand,POINT (164527.55798857746 5395431.935964224)
Océane Ongle et Beauté,POINT (164592.1010293394 5395211.349314117)
Chronodrive,POINT (164948.50151106314 5393965.485876407)
,POINT (458846.4398710576 6282871.327140709)
Amandine Beauté,POINT (164782.80244901736 5394638.014472926)
À la Folie,POINT (164781.6001985168 5394616.576342294)
Le Salon de Lucienne,POINT (164637.3857981941 5395268.726217325)
Naturalia,POINT (164898.385476308 5394349.525279433)
Le Paquebot,POINT (-246300.45142431505 5987604.3058377)
Mille Stocks,POINT (-34376.69915069644 5729347.449926004)
,POINT (-34393.36836253955 5729373.594842681)
Action,POINT (-34414.230393954924 5729403.289005008)
Tastet Pom,POINT (-34087.58346171396 5729188.125066913)
Victor Premier,POINT (-33967.91810182925 5730164.644965394)
Total,POINT (137906.02496697282 5366224.697323716)
,POINT (164150.9280786329 5837224.456504492)
Boulangerie Bertrand,POINT (449001.8561749581 6348457.901437031)
,POINT (224268.7323276079 5845358.232689499)
Marie Blachère,POINT (72637.55532004597 5652387.83488654)
Pompes Funèbres Vaquier Pompes Fune,POINT (519970.1945373776 5436086.201159589)
La Pie,POINT (-304482.49610724405 6144537.530224878)
Carrefour Market,POINT (-21199.3164723514 5594660.724605667)
Laverie de Pahin,POINT (146531.05930088728 5402218.964384717)
Tabac Presse Pahin,POINT (146530.83836229207 5402226.670953713)
Au Pain chaud,POINT (146527.99972881583 5402234.154426948)
Artiste Coiffure,POINT (146550.5945948133 5402212.735675413)
Alain Afflelou,POINT (243411.23196441922 6248367.450146861)
Garage du Centre,POINT (549442.1295147955 5608634.941421929)
L'Echoppe,POINT (239776.61105129737 6545771.573513542)
La Plume du Sarthate,POINT (268098.5545640524 5957854.327349582)
,POINT (300524.14796116814 6174315.27965846)
Maison Thierry,POINT (451326.35185805964 6155869.33233369)
Top Coiffure,POINT (65640.15300842373 5321163.84254417)
Lidl,POINT (337801.75215687935 5289478.757259189)
Intermarché Super,POINT (262861.42519373965 6423804.495815752)
La Cambuse,POINT (-499171.6805080412 6170811.268087875)
SOCAH,POINT (386457.0259554573 5404244.892292403)
Station Service E.Leclerc,POINT (385444.8842851041 5405166.22272588)
Damien Pneu,POINT (707046.847612437 5824332.061210444)
Monoprix,POINT (539957.2065082212 5700973.94391532)
Maison Pillon,POINT (149765.11008574246 5401253.109441488)
Studio 31,POINT (149736.7749069497 5401213.400179907)
Agence Tisséo Arènes,POINT (157872.42194426848 5402704.726954435)
Geox,POINT (152584.73526570987 5410693.403314428)
Pandora,POINT (152585.53018998593 5410682.989058568)
Armand Thiery,POINT (152606.0104970983 5410690.214645131)
Sephora,POINT (152573.07965541392 5410649.128669814)
Coop,POINT (675995.8232205743 5817044.095966167)
Paul,POINT (161826.8446522876 5405417.930249767)
Monop',POINT (161843.2660743392 5405415.592039703)
Relay,POINT (161841.05081060698 5405443.306112276)
L'ay coiffures d'Anais,POINT (516280.0777095149 5651098.949922968)
Essor Automobile,POINT (448503.67564347864 6323480.792254408)
Pillaud Matériaux,POINT (448522.52586751926 6324063.82115092)
Fermetures marnaises du bâtiment,POINT (448476.9810595397 6324227.549444807)
,POINT (159705.58726563063 5603022.884822041)
,POINT (-52079.22352546108 5614249.162392404)
Ateliers de Guyenne,POINT (-51734.3122579927 5614541.244982465)
Text' Eau,POINT (250880.3133867356 6246534.077697977)
Boulangerie Coubertin,POINT (250968.31144420773 6246808.872244952)
CocciMarket,POINT (-31775.27370675686 6265786.921101779)
Les Dol'Maines,POINT (-145500.1418334274 5935523.216969527)
Home Box,POINT (447915.13224465493 6323377.34250348)
,POINT (239933.86345906928 6213488.682709816)
Boulangerie Pâtisserie artisanale,POINT (161441.82708396763 5404279.527162473)
Bel & Blanc,POINT (161460.92045244426 5404283.251908365)
Mango,POINT (161308.39786432782 5404262.577286511)
,POINT (161346.1010998092 5404271.237431516)
Espace Saint-Georges,POINT (161343.56940557994 5404229.88041483)
Trois par 3,POINT (161336.7369319499 5404225.1931870375)
Agatha,POINT (161303.56176927927 5404218.038855589)
My Kid My Dear,POINT (161303.82552867942 5404227.757436917)
Sephora,POINT (161274.55951488408 5404196.418555844)
New Yorker,POINT (161280.735958638 5404177.990632367)
Bulle de créateurs,POINT (161334.49129071855 5404178.089416026)
New Look,POINT (161359.3227246787 5404166.8231473295)
Intermarché Super,POINT (161437.98641051378 5404241.482341211)
Bijou Brigitte,POINT (161372.6512090978 5404252.906315813)
,POINT (161393.97492425604 5404254.306540143)
,POINT (161385.3279006351 5404243.305996734)
Le Corner,POINT (161385.83998940146 5404232.077116386)
,POINT (161369.2058796337 5404209.140699433)
,POINT (161370.77767928777 5404220.219250591)
Pascal Coste,POINT (161419.70444879698 5404277.511914968)
,POINT (161406.99924281565 5404278.32153507)
Cave et Créations,POINT (161391.11819958675 5404276.667709885)
,POINT (161370.22391293195 5404272.913679322)
Silver Smoke,POINT (161380.72416027647 5404276.14822066)
Muy Mucho,POINT (161262.72495086506 5404221.49428095)
Garage Le Vaillant,POINT (76228.41468974613 5658530.298380398)
,POINT (148550.06071815325 5404303.090536353)
Station de Super U,POINT (-334434.73055728164 6069246.459688019)
Super U,POINT (-334294.7240337109 6069147.176686307)
Carrefour,POINT (-72090.66921696016 6288500.0540659)
Total,POINT (-72248.19742838171 6288755.480743214)
E. Leclerc,POINT (-73262.84119111516 6287360.662081107)
Dyneff,POINT (454350.0172199173 5786990.651263469)
Ô Salon,POINT (140048.2616426454 5754802.493864049)
Le Lavoir Carnot,POINT (140054.66080865212 5754797.098483101)
Castorama,POINT (260496.4616528139 6233326.738676395)
Mondial Piscine,POINT (-56007.25253974112 5772100.101912964)
,POINT (828349.9826337079 6170851.310802093)
La Boulangerie du Moulin Rouge,POINT (490955.9569970761 5687280.046653665)
L'Hair du Temps,POINT (490945.2925898582 5687285.866747974)
,POINT (490937.2219267757 5687289.37149324)
Épicerie L'Estibère,POINT (-47600.12520761114 5295009.034047829)
SNR Nettoyage Rénovations,POINT (248588.45657833465 6246330.570759777)
Art & Sécurité,POINT (248632.33872160534 6246282.578062517)
Franprix,POINT (249147.1913665242 6246365.221047401)
La Plateforme du Bâtiment,POINT (249173.2289954208 6246270.791314106)
Laverie Libre Service,POINT (248753.7326263154 6246273.835236085)
Debo Marquage,POINT (249346.8317413129 6246376.974105402)
Borko,POINT (248609.79652471974 6246362.802794325)
La Maison du Pain,POINT (248654.93657823637 6246194.456872721)
Salon Verlaine,POINT (249396.00156039628 6245838.5316757765)
,POINT (-61995.93949309913 5856797.512078875)
Costi Coiffure,POINT (249295.37987266824 6246160.517522501)
C'Line,POINT (-62129.066472138795 5856623.649589322)
Vival,POINT (-184827.10128074497 5371164.331691189)
,POINT (-425924.88045554934 6203467.690152039)
Carglass,POINT (488978.9529150953 5887415.143281199)
Institut de Beauté,POINT (164876.86741873767 5394333.278258035)
Le Chalet des Pains,POINT (876352.8283624549 6258194.568677161)
Chez Mamour,POINT (707021.0105826228 5905215.313962121)
L'épicurien,POINT (706943.1648627111 5905163.919498743)
,POINT (600392.6986999306 5355413.962267527)
Box En Loc,POINT (698730.681423281 5810191.591382147)
La Maison de la Presse,POINT (528281.5937670933 5734308.601253586)
E.Leclerc Drive,POINT (-56172.84610403515 5771489.583425193)
Lidl,POINT (391062.8330662269 5411543.175378061)
Carrosserie Saint-André,POINT (391541.07348248304 5411871.196668627)
Oxylio,POINT (391601.57224390114 5411879.334741177)
Garage TBM,POINT (391733.35245651077 5411947.123661776)
La Tradition Enchantée,POINT (262883.2706898259 6254991.480217923)
Jasmin Fleurs,POINT (262662.9582855969 6255024.100721308)
Biscotte Paris,POINT (262641.6739989572 6255040.707263528)
Phone 2000,POINT (262656.24572030205 6255015.822854632)
,POINT (262715.9574951636 6255104.509867864)
Vasy Bazar,POINT (262731.2305293004 6255081.030318123)
Communauté Emmaüs Chambéry,POINT (654993.1433591086 5716636.90774626)
Paddock Motobike,POINT (266240.3558313972 6309987.269956191)
Comptoir Auto,POINT (266272.7843043949 6309992.088021021)
Pressing pro,POINT (266195.17693190003 6309990.374631352)
Garage Rm,POINT (266358.0362384326 6309992.393169034)
GT Motorsport,POINT (266362.8444776693 6309972.400552442)
L'art floral des Weppes,POINT (324232.605912762 6551391.995553218)
NDA Karvhou,POINT (459286.8556693973 6325536.676911943)
Le Rucher de l'Abeille Noire,POINT (-352476.60055364505 5997050.702647247)
Ô Jardin des Sabeurs,POINT (-127367.65484765549 5680959.191759091)
Point du jour optique,POINT (250083.41054799382 6245812.017132158)
Coup de phonie,POINT (717789.9245385751 6135992.278599924)
Super U,POINT (731770.6061789967 6125054.543412453)
Lidl,POINT (332308.43137448304 6577497.598427125)
Franprix,POINT (262721.5457336014 6254970.387836876)
Chamôdix,POINT (262911.12282642233 6255087.1752841165)
Boulangerie-pâtisserie Bidart Ogi Bihia,POINT (-145348.10028082278 5370731.898879003)
Roperh Automobiles,POINT (-37881.48210021142 6290955.567870768)
Carrosserie Durand,POINT (708386.775816469 5833220.745681229)
Le Mouthon qui Fume,POINT (257890.12398588622 6224718.765914731)
De Neuville,POINT (257871.0215612661 6224745.045919437)
Optic 2000,POINT (258114.66653076536 6224676.967717976)
Boulangerie Patisserie Meaux,POINT (257761.271675293 6224990.745971109)
Louis Mickael,POINT (258372.76077016955 6224559.586392617)
,POINT (258369.82193561262 6224461.840141436)
Flamko,POINT (-496552.7875398605 6181313.225451241)
Carré Fleurs,POINT (641332.6926355034 5653625.114255417)
Carrefour City,POINT (342043.29530156194 6559837.48543035)
Boulogne-Billancourt Édito,POINT (250575.92137111048 6245870.220722584)
Bien-Être Médical,POINT (249790.92971788355 6245701.106748673)
arete et vous,POINT (787454.4804728394 5398783.926362027)
Charie al Nil,POINT (262859.64869387954 6255194.128877653)
Cycles Jean,POINT (262906.38061611453 6255231.1854473725)
4en1 Honda,POINT (262945.1865906051 6254725.747140958)
Lidl,POINT (373072.94985227194 6388038.81195336)
La fromagerie de Josephine,POINT (787472.9129105209 5398769.805063745)
Parfois,POINT (-171721.03534427247 5977562.762261112)
Intersport,POINT (728610.3588964876 5671757.373592163)
Intersport,POINT (727587.6638995357 5674123.449548916)
Trifone Coiffure,POINT (787487.3479329834 5398778.943247324)
Chemin de la Vape,POINT (528227.2141958408 5734242.3772861585)
Syl'était une fois,POINT (528245.2256894511 5734331.366852462)
LMD automobile,POINT (257767.46103898113 6225002.233288819)
Le Calumet,POINT (257760.19187623236 6225041.064248787)
,POINT (257768.986116005 6225032.3432922745)
Proxi,POINT (804154.8137612297 6117470.921621057)
,POINT (-54261.86569831491 5608014.471672885)
Cap Vital Santé,POINT (262200.9133198284 6624104.137704125)
Aux Gamins de Ménilmontant,POINT (266734.07904314314 6252831.036808028)
Rouge Trompette,POINT (-148643.8121922387 5396949.593564826)
Super U,POINT (-165512.22304463672 6099894.658765655)
,POINT (-165642.50334492372 6099144.67759082)
Bourquin Distribution,POINT (462295.47837812535 6326217.654607405)
Suzuki,POINT (292145.4177989101 6202295.079784227)
Carole,POINT (676267.9437158185 5571665.238222068)
Le Temps des Cerises,POINT (343965.79403951083 6564241.990727463)
,POINT (709029.5705598617 5822768.602669733)
Castorama,POINT (-37406.54047309136 6307335.545991597)
Carrefour,POINT (441568.9201913023 6349055.316323185)
Laveco,POINT (-45205.9176087716 5666404.684135516)
Carrefour City,POINT (-175949.86169574092 5978012.592646644)
Picard,POINT (-38209.724342594876 6307283.060077873)
MS Equipements,POINT (-191634.46020960278 6199171.684842214)
Theraform,POINT (249476.38536469813 6246320.322824851)
,POINT (249849.14981156847 6246604.310203169)
Warhammer,POINT (249325.62537831673 6246509.7256048)
Maelis Centre Laser,POINT (249371.83409894508 6246573.4301520465)
Messina,POINT (249446.2400465913 6246429.347282918)
,POINT (249310.36347612902 6246504.2294823425)
Essentiel Beauté,POINT (249459.93234395885 6246445.328184565)
Pimkie,POINT (249733.70036766675 6246754.873203695)
Morgane Diffusion,POINT (249427.68308747606 6246462.188491252)
Laverie Éclat,POINT (249835.36845860822 6246608.977734378)
Victor Hugo,POINT (249898.11925556845 6246990.6078447485)
Fleurs de Boulogne,POINT (249331.00210972206 6246513.378414315)
Pixou,POINT (249288.91221025318 6246494.116626332)
Glacier patissier,POINT (967722.2634056134 5178411.784250474)
Forum,POINT (967645.6644639985 5178427.076361082)
La villa romana,POINT (967662.2955959231 5178420.473287732)
Cycles Services,POINT (822532.8935867128 6120366.220425728)
,POINT (535142.2362485809 5486680.922094946)
,POINT (535246.8654379775 5486754.972447246)
Auto Primo Auto Pneus Service,POINT (-45666.40245190985 5667259.758135577)
,POINT (-45590.09158199729 5667336.2082140865)
Le Faubourg de la République,POINT (535349.4018209473 5486697.022644281)
Carrefour Contact,POINT (838017.2009851264 6109699.970782001)
Bricomarché,POINT (325154.26566919195 5265151.108273845)
Aldi,POINT (325087.03403154603 5265308.992873359)
Intermarché Hyper,POINT (324946.0939065223 5265266.725817187)
Les toiles du soleil,POINT (290698.92788916995 5218789.607123169)
Buro+,POINT (325065.18468175695 5264861.291596407)
Intermarché Super,POINT (333568.3086965394 5252262.731703675)
Intermarché,POINT (333553.0467943516 5252339.4132606685)
Escale Beauté,POINT (835055.0068893468 6041536.343838951)
JN Auto,POINT (650390.5308335364 5330416.103476326)
Auto négoces 83,POINT (650432.4514429638 5330416.700634167)
Ollioules Services Auto,POINT (650408.1972648128 5330482.668477788)
KW auto,POINT (650497.9216049161 5330561.880116958)
Leclerc Jardin,POINT (-26459.448914918645 5545725.764424378)
Leclerc Brico,POINT (-26469.417966377823 5545828.760334503)
Boulangerie du Golf,POINT (787605.5573221932 5406558.115388661)
,POINT (263188.4753377338 6254109.606214947)
Domaine de Laluque,POINT (-119409.40644655368 5413112.949440846)
Magasin de souvenir,POINT (-112412.61479701627 5426220.779172713)
Litote en Tête,POINT (263223.2070188613 6254550.785642648)
Méliz'up,POINT (-139562.8068054575 5952793.742884764)
Le Temps d'une Évasion,POINT (-139552.43775716622 5952790.039912438)
Dominique Pelletier,POINT (-139539.55581846228 5952784.337930907)
BigMat,POINT (-100675.63983324275 5730431.123747091)
Espace Cycles,POINT (676738.4689395034 5802679.539906017)
Alpin Bike,POINT (682589.7553340703 5802841.738952633)
Extra,POINT (-216069.65980789397 6075123.669486478)
,POINT (355371.1700800495 6562779.739577962)
,POINT (355361.47111266776 6562767.705849901)
,POINT (355354.4312297446 6562759.0749137)
Super MG,POINT (355347.2416838316 6562741.203639496)
Le Moulin d'Uzès,POINT (493953.0850999641 5464008.150367015)
,POINT (-74819.64948089588 5594287.136956406)
,POINT (-74836.10571009615 5594318.621440267)
L’atelier du Frais de la Belle Marée,POINT (734492.8352707537 6109194.186797389)
Hyper U,POINT (-32645.077770263375 6314396.943036043)
